sku_id,category,week_start,demand_units,ratio_to_trend,anomaly_type,anomaly_score
SKU0126,Beauty & Personal Care,2025-09-30,827,2.157391304347826,DEMAND SPIKE,-0.19138771859545267
SKU0083,Home & Kitchen,2025-09-30,765,2.2195357833655707,DEMAND SPIKE,-0.19136889575431681
SKU0096,Home & Kitchen,2025-09-30,608,2.1209302325581394,DEMAND SPIKE,-0.19114124456678339
SKU0045,Fashion & Apparel,2025-09-30,1136,2.1481248030255276,DEMAND SPIKE,-0.1909382478837568
SKU0109,Beauty & Personal Care,2025-09-30,938,2.1864801864801864,DEMAND SPIKE,-0.19086271372201624
SKU0028,Electronics & Appliances,2025-09-30,471,2.2129992169146435,DEMAND SPIKE,-0.19027565926819612
SKU0046,Fashion & Apparel,2025-09-30,1022,2.20972972972973,DEMAND SPIKE,-0.1896486745868312
SKU0081,Home & Kitchen,2025-09-30,724,2.1399014778325123,DEMAND SPIKE,-0.1881450931550116
SKU0120,Beauty & Personal Care,2025-09-30,712,2.107548100641342,DEMAND SPIKE,-0.1880477892550796
SKU0042,Fashion & Apparel,2025-09-30,415,2.1521175453759724,DEMAND SPIKE,-0.18775756359156048
SKU0024,Electronics & Appliances,2025-09-30,168,2.13107822410148,DEMAND SPIKE,-0.1877449149851701
SKU0097,Home & Kitchen,2025-09-30,131,2.0904255319148937,DEMAND SPIKE,-0.1871586407904705
SKU0112,Beauty & Personal Care,2025-09-30,431,2.238961038961039,DEMAND SPIKE,-0.1870671096742086
SKU0090,Home & Kitchen,2025-09-30,261,2.181058495821727,DEMAND SPIKE,-0.18694536960454933
SKU0010,Mobiles & Accessories,2025-09-30,412,2.1627296587926508,DEMAND SPIKE,-0.18667719705030617
SKU0031,Electronics & Appliances,2025-09-30,338,2.1392405063291138,DEMAND SPIKE,-0.18598760340104248
SKU0047,Fashion & Apparel,2025-09-30,591,2.115751789976134,DEMAND SPIKE,-0.18589720287039313
SKU0108,Beauty & Personal Care,2025-12-30,184,0.43774781919111816,DEMAND DROP,-0.1844408494534565
SKU0048,Fashion & Apparel,2025-09-30,916,2.161226897365317,DEMAND SPIKE,-0.18425992651377687
SKU0039,Electronics & Appliances,2025-09-30,258,2.2933333333333334,DEMAND SPIKE,-0.18421667809932052
SKU0074,Fashion & Apparel,2025-09-30,251,2.288753799392097,DEMAND SPIKE,-0.1840830145038389
SKU0085,Home & Kitchen,2025-09-30,409,2.2472527472527473,DEMAND SPIKE,-0.1836692292010299
SKU0108,Beauty & Personal Care,2025-09-30,1107,2.164928292046936,DEMAND SPIKE,-0.18339615247576568
SKU0124,Beauty & Personal Care,2025-12-30,193,0.44114285714285717,DEMAND DROP,-0.1833195220398025
SKU0023,Electronics & Appliances,2025-12-30,41,0.4093178036605657,DEMAND DROP,-0.18317571997606208
SKU0026,Electronics & Appliances,2025-12-30,17,0.35664335664335667,DEMAND DROP,-0.182897230906078
SKU0072,Fashion & Apparel,2025-09-30,1115,2.1476725521669344,DEMAND SPIKE,-0.18022894881574691
SKU0101,Home & Kitchen,2025-09-30,620,2.0875420875420874,DEMAND SPIKE,-0.18001199066162465
SKU0078,Home & Kitchen,2025-09-30,150,2.2443890274314215,DEMAND SPIKE,-0.17947434781292226
SKU0124,Beauty & Personal Care,2025-09-30,1139,2.15244094488189,DEMAND SPIKE,-0.17939085380487962
SKU0076,Home & Kitchen,2025-09-30,666,2.1053740779768177,DEMAND SPIKE,-0.17938879092007098
SKU0047,Fashion & Apparel,2025-12-30,97,0.42481751824817515,DEMAND DROP,-0.17891298641912423
SKU0019,Mobiles & Accessories,2025-12-30,34,0.40396039603960393,DEMAND DROP,-0.17867743591083451
SKU0072,Fashion & Apparel,2025-12-30,178,0.42313787638668776,DEMAND DROP,-0.17852292961552185
SKU0009,Mobiles & Accessories,2025-09-30,207,2.06312292358804,DEMAND SPIKE,-0.1783787655407718
SKU0092,Home & Kitchen,2025-09-30,465,2.183098591549296,DEMAND SPIKE,-0.1774145670132079
SKU0097,Home & Kitchen,2025-12-30,21,0.39009287925696595,DEMAND DROP,-0.17718189749148272
SKU0020,Mobiles & Accessories,2025-09-30,728,2.1453831041257367,DEMAND SPIKE,-0.17625754724427567
SKU0133,Grocery & Essentials,2025-09-30,666,2.183606557377049,DEMAND SPIKE,-0.17574596006661947
SKU0003,Mobiles & Accessories,2025-09-30,847,2.1876883340507964,DEMAND SPIKE,-0.17542645505483268
SKU0120,Beauty & Personal Care,2025-12-30,113,0.41115827774408736,DEMAND DROP,-0.17522129190339364
SKU0134,Grocery & Essentials,2025-12-30,216,0.4265964450296248,DEMAND DROP,-0.17499404140814623
SKU0060,Fashion & Apparel,2025-09-30,919,2.175147928994083,DEMAND SPIKE,-0.17442424287700087
SKU0130,Beauty & Personal Care,2025-09-30,661,2.2521294718909712,DEMAND SPIKE,-0.17434492299361326
SKU0131,Grocery & Essentials,2025-09-30,1185,2.217025257249766,DEMAND SPIKE,-0.17426482383896236
SKU0052,Fashion & Apparel,2025-12-30,154,0.4029655473179241,DEMAND DROP,-0.17404895886996885
SKU0023,Electronics & Appliances,2025-09-30,284,2.1846153846153844,DEMAND SPIKE,-0.1737762101861008
SKU0118,Beauty & Personal Care,2025-12-30,161,0.4451612903225806,DEMAND DROP,-0.1736127187226626
SKU0129,Beauty & Personal Care,2025-09-30,1063,2.151821862348178,DEMAND SPIKE,-0.1728436911502923
SKU0011,Mobiles & Accessories,2025-09-30,326,2.2051860202931226,DEMAND SPIKE,-0.1727033233698566
SKU0049,Fashion & Apparel,2025-09-30,1191,2.145945945945946,DEMAND SPIKE,-0.17253577001408704
SKU0075,Fashion & Apparel,2025-09-30,1020,2.207792207792208,DEMAND SPIKE,-0.17226391625098958
SKU0069,Fashion & Apparel,2025-12-30,119,0.43830570902394106,DEMAND DROP,-0.17197182776632625
SKU0064,Fashion & Apparel,2025-09-30,375,2.14081826831589,DEMAND SPIKE,-0.171089384033276
SKU0134,Grocery & Essentials,2025-09-30,1346,2.140471773124834,DEMAND SPIKE,-0.17081577030413153
SKU0069,Fashion & Apparel,2025-09-30,721,2.1226692836113834,DEMAND SPIKE,-0.17069569715608912
SKU0105,Home & Kitchen,2025-09-30,552,2.167539267015707,DEMAND SPIKE,-0.1705657929715313
SKU0094,Home & Kitchen,2025-09-30,494,2.2069992553983617,DEMAND SPIKE,-0.17044698301314265
SKU0018,Mobiles & Accessories,2025-09-30,545,2.124756335282651,DEMAND SPIKE,-0.17031062480383308
SKU0123,Beauty & Personal Care,2024-10-01,313,2.2224852071005916,DEMAND SPIKE,-0.17016848597108203
SKU0089,Home & Kitchen,2025-09-30,636,2.1669505962521294,DEMAND SPIKE,-0.16934120342674075
SKU0086,Home & Kitchen,2025-09-30,415,2.039312039312039,DEMAND SPIKE,-0.16920170941745005
SKU0106,Beauty & Personal Care,2025-09-30,638,2.2101616628175518,DEMAND SPIKE,-0.1687156523593225
SKU0035,Electronics & Appliances,2024-10-01,79,2.135135135135135,DEMAND SPIKE,-0.1685159833977995
SKU0142,Grocery & Essentials,2025-09-30,1538,2.162136832239925,DEMAND SPIKE,-0.16820715646304385
SKU0091,Home & Kitchen,2025-12-30,17,0.34,DEMAND DROP,-0.16761779650673303
SKU0128,Beauty & Personal Care,2025-09-30,1094,2.0971246006389777,DEMAND SPIKE,-0.16741625647405123
SKU0132,Grocery & Essentials,2025-09-30,501,2.145610278372591,DEMAND SPIKE,-0.167415038097534
SKU0103,Home & Kitchen,2024-10-01,191,2.166351606805293,DEMAND SPIKE,-0.167398844316078
SKU0021,Electronics & Appliances,2025-12-30,26,0.3270440251572327,DEMAND DROP,-0.1673198681213881
SKU0056,Fashion & Apparel,2025-12-30,81,0.40601503759398494,DEMAND DROP,-0.16709136469748376
SKU0118,Beauty & Personal Care,2025-09-30,921,2.0790067720090293,DEMAND SPIKE,-0.16671557942880444
SKU0007,Mobiles & Accessories,2025-12-30,121,0.4186851211072664,DEMAND DROP,-0.16663943153773786
SKU0104,Home & Kitchen,2025-09-30,607,2.190018039687312,DEMAND SPIKE,-0.16630829245209666
SKU0016,Mobiles & Accessories,2024-10-01,181,1.9853747714808043,DEMAND SPIKE,-0.16624994884022692
SKU0071,Fashion & Apparel,2025-09-30,979,2.1430134987230938,DEMAND SPIKE,-0.16609848957540663
SKU0053,Fashion & Apparel,2025-09-30,1043,2.2019704433497536,DEMAND SPIKE,-0.1658079589244872
SKU0084,Home & Kitchen,2025-12-30,40,0.31537450722733246,DEMAND DROP,-0.16439093765077928
SKU0089,Home & Kitchen,2025-12-30,97,0.4030470914127424,DEMAND DROP,-0.16384897551958022
SKU0145,Grocery & Essentials,2025-09-30,971,2.102490075784915,DEMAND SPIKE,-0.16330344440355993
SKU0007,Mobiles & Accessories,2025-09-30,788,2.085575650639612,DEMAND SPIKE,-0.16313540630040013
SKU0117,Beauty & Personal Care,2025-12-30,78,0.4273972602739726,DEMAND DROP,-0.1630967891787145
SKU0113,Beauty & Personal Care,2025-12-30,75,0.42016806722689076,DEMAND DROP,-0.16281746007021214
SKU0137,Grocery & Essentials,2025-09-30,1937,2.153817642698295,DEMAND SPIKE,-0.1627784724944603
SKU0050,Fashion & Apparel,2025-09-30,1186,2.1648919987830846,DEMAND SPIKE,-0.162432757484558
SKU0015,Mobiles & Accessories,2025-12-30,132,0.4703087885985748,DEMAND DROP,-0.16169578106315563
SKU0066,Fashion & Apparel,2025-09-30,1355,2.0980645161290323,DEMAND SPIKE,-0.16168746502583664
SKU0107,Beauty & Personal Care,2025-09-30,1064,2.128,DEMAND SPIKE,-0.16157982435940688
SKU0119,Beauty & Personal Care,2025-09-30,604,2.152019002375297,DEMAND SPIKE,-0.1615575513771833
SKU0008,Mobiles & Accessories,2025-09-30,686,2.138181818181818,DEMAND SPIKE,-0.16137097922421062
SKU0001,Mobiles & Accessories,2025-12-30,127,0.40705128205128205,DEMAND DROP,-0.16119827585118307
SKU0051,Fashion & Apparel,2025-09-30,1372,2.0714645193759433,DEMAND SPIKE,-0.16117338487993949
SKU0071,Fashion & Apparel,2025-12-30,164,0.4410578216046616,DEMAND DROP,-0.16039145404258015
SKU0057,Fashion & Apparel,2025-09-30,429,2.0625,DEMAND SPIKE,-0.16016757619654465
SKU0144,Grocery & Essentials,2025-09-30,1137,2.064145234493192,DEMAND SPIKE,-0.16014257873751858
SKU0029,Electronics & Appliances,2024-10-01,258,2.0750670241286864,DEMAND SPIKE,-0.15972328111774048
SKU0070,Fashion & Apparel,2025-12-30,87,0.41693290734824284,DEMAND DROP,-0.15972309110140603
SKU0149,Grocery & Essentials,2025-09-30,1200,2.121390689451974,DEMAND SPIKE,-0.1592298976149239
SKU0024,Electronics & Appliances,2025-12-30,22,0.3893805309734513,DEMAND DROP,-0.1592073183385745
SKU0095,Home & Kitchen,2025-12-30,50,0.43478260869565216,DEMAND DROP,-0.15910115935168212
SKU0144,Grocery & Essentials,2025-12-30,208,0.46342369105087267,DEMAND DROP,-0.15907838636849092
SKU0048,Fashion & Apparel,2025-12-30,147,0.4452296819787986,DEMAND DROP,-0.15889300406790252
SKU0036,Electronics & Appliances,2025-12-30,40,0.4519774011299435,DEMAND DROP,-0.15851714508209291
SKU0023,Electronics & Appliances,2024-10-01,235,2.1107784431137726,DEMAND SPIKE,-0.15839477551615233
SKU0063,Fashion & Apparel,2025-09-30,1260,2.1337849280270955,DEMAND SPIKE,-0.15810859476310524
SKU0056,Fashion & Apparel,2025-09-30,521,2.105050505050505,DEMAND SPIKE,-0.15746121305467586
SKU0059,Fashion & Apparel,2025-09-30,810,2.102076124567474,DEMAND SPIKE,-0.1573645959533212
SKU0140,Grocery & Essentials,2025-09-30,1769,2.1803615447822513,DEMAND SPIKE,-0.1569867254889067
SKU0129,Beauty & Personal Care,2025-12-30,184,0.4462409054163298,DEMAND DROP,-0.15660425607148032
SKU0057,Fashion & Apparel,2025-12-30,69,0.4190283400809717,DEMAND DROP,-0.15628319800360635
SKU0138,Grocery & Essentials,2025-09-30,1471,2.1329144514258096,DEMAND SPIKE,-0.15616409695659816
SKU0115,Beauty & Personal Care,2025-12-30,99,0.4888888888888889,DEMAND DROP,-0.15614869959237876
SKU0005,Mobiles & Accessories,2025-12-30,56,0.4318766066838047,DEMAND DROP,-0.1557767707429385
SKU0073,Fashion & Apparel,2025-12-30,125,0.4120879120879121,DEMAND DROP,-0.15570528472526146
SKU0072,Fashion & Apparel,2024-10-01,967,2.0538053097345133,DEMAND SPIKE,-0.15530718376704622
SKU0098,Home & Kitchen,2025-09-30,743,2.174634146341463,DEMAND SPIKE,-0.1546361151543474
SKU0055,Fashion & Apparel,2025-12-30,58,0.4223300970873786,DEMAND DROP,-0.15438997065856108
SKU0105,Home & Kitchen,2025-12-30,83,0.42346938775510207,DEMAND DROP,-0.1542782770996466
SKU0135,Grocery & Essentials,2025-12-30,284,0.448539089234009,DEMAND DROP,-0.1541565565927424
SKU0068,Fashion & Apparel,2025-09-30,1218,2.1854066985645932,DEMAND SPIKE,-0.15383384430910219
SKU0131,Grocery & Essentials,2025-12-30,195,0.4418429003021148,DEMAND DROP,-0.1535780546961214
SKU0148,Grocery & Essentials,2025-12-30,312,0.45447924253459576,DEMAND DROP,-0.15341257232950734
SKU0150,Grocery & Essentials,2025-09-30,751,2.132513014671084,DEMAND SPIKE,-0.1529564491575658
SKU0142,Grocery & Essentials,2025-12-30,297,0.4986010072747622,DEMAND DROP,-0.1528748930808912
SKU0150,Grocery & Essentials,2025-12-30,121,0.4308605341246291,DEMAND DROP,-0.15263538023932555
SKU0045,Fashion & Apparel,2024-10-01,961,2.010460251046025,DEMAND SPIKE,-0.15215399786894068
SKU0149,Grocery & Essentials,2025-12-30,211,0.45490477901545096,DEMAND DROP,-0.15215205608624094
SKU0037,Electronics & Appliances,2025-09-30,389,2.0895255147717102,DEMAND SPIKE,-0.1515067265377973
SKU0125,Beauty & Personal Care,2025-09-30,545,2.1727574750830563,DEMAND SPIKE,-0.15143421839748916
SKU0058,Fashion & Apparel,2025-09-30,919,2.1322505800464038,DEMAND SPIKE,-0.15138241449628598
SKU0026,Electronics & Appliances,2024-10-01,99,2.020408163265306,DEMAND SPIKE,-0.1513425036482271
SKU0041,Fashion & Apparel,2025-09-30,845,2.110741049125729,DEMAND SPIKE,-0.15130743540387825
SKU0119,Beauty & Personal Care,2025-12-30,105,0.43568464730290457,DEMAND DROP,-0.1510086206570882
SKU0140,Grocery & Essentials,2025-12-30,289,0.439209726443769,DEMAND DROP,-0.1509553443594247
SKU0139,Grocery & Essentials,2025-12-30,341,0.4762569832402235,DEMAND DROP,-0.15071150318240445
SKU0043,Fashion & Apparel,2025-09-30,1336,2.13703012529992,DEMAND SPIKE,-0.15019708581762015
SKU0141,Grocery & Essentials,2025-12-30,337,0.4561245206406496,DEMAND DROP,-0.15014841651081978
SKU0138,Grocery & Essentials,2025-12-30,271,0.4629840546697038,DEMAND DROP,-0.14956753093884934
SKU0054,Fashion & Apparel,2025-09-30,1243,2.178154205607477,DEMAND SPIKE,-0.14949421362017545
SKU0111,Beauty & Personal Care,2025-12-30,91,0.39651416122004357,DEMAND DROP,-0.14948934747281228
SKU0139,Grocery & Essentials,2025-09-30,1825,2.0829370363325093,DEMAND SPIKE,-0.14921125298189974
SKU0061,Fashion & Apparel,2025-09-30,706,2.152439024390244,DEMAND SPIKE,-0.14921013832596575
SKU0110,Beauty & Personal Care,2025-09-30,406,2.1,DEMAND SPIKE,-0.1491117937958678
SKU0099,Home & Kitchen,2024-10-01,385,2.088607594936709,DEMAND SPIKE,-0.14877316394408857
SKU0053,Fashion & Apparel,2025-12-30,167,0.43320363164721143,DEMAND DROP,-0.14842012055905118
SKU0128,Beauty & Personal Care,2025-12-30,203,0.4715447154471545,DEMAND DROP,-0.14800454502111116
SKU0108,Beauty & Personal Care,2024-10-01,923,2.054916512059369,DEMAND SPIKE,-0.147835088676462
SKU0012,Mobiles & Accessories,2025-09-30,305,2.056179775280899,DEMAND SPIKE,-0.14768350574288713
SKU0073,Fashion & Apparel,2025-09-30,839,2.0975,DEMAND SPIKE,-0.14725932301256717
SKU0049,Fashion & Apparel,2025-12-30,226,0.4867193108399139,DEMAND DROP,-0.14697773622259014
SKU0051,Fashion & Apparel,2025-12-30,263,0.49174197569336237,DEMAND DROP,-0.14667439049313524
SKU0146,Grocery & Essentials,2025-12-30,236,0.46778989098116946,DEMAND DROP,-0.1465168112598716
SKU0005,Mobiles & Accessories,2025-09-30,343,2.170886075949367,DEMAND SPIKE,-0.14617546732943243
SKU0029,Electronics & Appliances,2025-12-30,51,0.425,DEMAND DROP,-0.14589275487890563
SKU0142,Grocery & Essentials,2024-10-01,1343,2.066153846153846,DEMAND SPIKE,-0.14583686781898386
SKU0123,Beauty & Personal Care,2025-12-30,60,0.44554455445544555,DEMAND DROP,-0.14565789748882285
SKU0132,Grocery & Essentials,2025-12-30,85,0.43889845094664376,DEMAND DROP,-0.14543270486501358
SKU0084,Home & Kitchen,2025-09-30,324,2.0356020942408377,DEMAND SPIKE,-0.14541699897672478
SKU0091,Home & Kitchen,2024-10-01,119,2.1124260355029585,DEMAND SPIKE,-0.1450571240476144
SKU0008,Mobiles & Accessories,2025-12-30,129,0.49080532656943565,DEMAND DROP,-0.14493042139671242
SKU0109,Beauty & Personal Care,2025-12-30,165,0.47756874095513746,DEMAND DROP,-0.14490235556713105
SKU0011,Mobiles & Accessories,2024-10-01,286,2.1211372064276883,DEMAND SPIKE,-0.14486755733688483
SKU0012,Mobiles & Accessories,2025-12-30,45,0.38516405135520687,DEMAND DROP,-0.14481397793130957
SKU0066,Fashion & Apparel,2025-12-30,244,0.46329113924050636,DEMAND DROP,-0.14475351104628464
SKU0064,Fashion & Apparel,2025-12-30,60,0.42402826855123676,DEMAND DROP,-0.1445926237201267
SKU0113,Beauty & Personal Care,2025-09-30,448,2.0788863109048723,DEMAND SPIKE,-0.14456113302305584
SKU0043,Fashion & Apparel,2025-12-30,225,0.4413206930369402,DEMAND DROP,-0.14454103247135874
SKU0116,Beauty & Personal Care,2025-09-30,522,2.1452054794520548,DEMAND SPIKE,-0.14392437805063896
SKU0070,Fashion & Apparel,2024-10-01,493,1.9986486486486488,DEMAND SPIKE,-0.14389024328895705
SKU0086,Home & Kitchen,2025-12-30,77,0.45294117647058824,DEMAND DROP,-0.14376909156662143
SKU0077,Home & Kitchen,2025-09-30,818,2.1118760757314976,DEMAND SPIKE,-0.1437137410854884
SKU0147,Grocery & Essentials,2025-12-30,249,0.4316671482230569,DEMAND DROP,-0.14366042615069563
SKU0106,Beauty & Personal Care,2025-12-30,111,0.4667133847231955,DEMAND DROP,-0.1434086946002493
SKU0090,Home & Kitchen,2025-12-30,42,0.4329896907216495,DEMAND DROP,-0.1433174159986771
SKU0136,Grocery & Essentials,2025-09-30,1006,2.1595706618962436,DEMAND SPIKE,-0.14329149385976558
SKU0094,Home & Kitchen,2025-12-30,81,0.4466911764705882,DEMAND DROP,-0.14278342318111648
SKU0088,Home & Kitchen,2025-09-30,295,2.0228571428571427,DEMAND SPIKE,-0.14277395711506136
SKU0002,Mobiles & Accessories,2024-10-01,465,2.120060790273556,DEMAND SPIKE,-0.1424286594092543
SKU0121,Beauty & Personal Care,2025-09-30,703,2.1037406483790524,DEMAND SPIKE,-0.1421623711790755
SKU0146,Grocery & Essentials,2025-09-30,1339,2.100941422594142,DEMAND SPIKE,-0.1421130283454084
SKU0022,Electronics & Appliances,2025-09-30,131,2.0904255319148937,DEMAND SPIKE,-0.14201531786807697
SKU0080,Home & Kitchen,2025-12-30,104,0.47129909365558914,DEMAND DROP,-0.14195240345214688
SKU0069,Fashion & Apparel,2024-10-01,631,2.0202774813233724,DEMAND SPIKE,-0.1419156309637819
SKU0145,Grocery & Essentials,2025-12-30,181,0.47757255936675463,DEMAND DROP,-0.14166771768562858
SKU0078,Home & Kitchen,2024-01-16,92,2.1271676300578033,DEMAND SPIKE,-0.1413798903214014
SKU0063,Fashion & Apparel,2025-12-30,226,0.47478991596638653,DEMAND DROP,-0.1412406368158886
SKU0130,Beauty & Personal Care,2024-10-01,559,2.1295238095238096,DEMAND SPIKE,-0.14111650806031906
SKU0027,Electronics & Appliances,2024-10-01,108,2.0506329113924053,DEMAND SPIKE,-0.14070860615524106
SKU0009,Mobiles & Accessories,2025-12-30,35,0.46255506607929514,DEMAND DROP,-0.1406179069054373
SKU0034,Electronics & Appliances,2024-10-01,73,2.0956937799043063,DEMAND SPIKE,-0.14034634847147998
SKU0115,Beauty & Personal Care,2024-10-01,444,1.9573842762674503,DEMAND SPIKE,-0.1399103477676834
SKU0020,Mobiles & Accessories,2025-12-30,129,0.4588026081802015,DEMAND DROP,-0.1398014647876128
SKU0141,Grocery & Essentials,2025-09-30,2002,2.145,DEMAND SPIKE,-0.13979057795875882
SKU0059,Fashion & Apparel,2025-12-30,153,0.4919614147909968,DEMAND DROP,-0.139691666912238
SKU0031,Electronics & Appliances,2025-12-30,57,0.4659400544959128,DEMAND DROP,-0.13918482286874934
SKU0135,Grocery & Essentials,2025-09-30,1526,2.0616978158072508,DEMAND SPIKE,-0.13898121564336252
SKU0087,Home & Kitchen,2025-09-30,718,2.095330739299611,DEMAND SPIKE,-0.1387648121532793
SKU0081,Home & Kitchen,2025-12-30,134,0.49144254278728605,DEMAND DROP,-0.13820576009504548
SKU0137,Grocery & Essentials,2025-12-30,342,0.47910343217371,DEMAND DROP,-0.13818937174032975
SKU0099,Home & Kitchen,2025-12-30,68,0.4092276830491475,DEMAND DROP,-0.13782218816528202
SKU0078,Home & Kitchen,2024-10-01,123,1.887468030690537,DEMAND SPIKE,-0.13740259938405053
SKU0055,Fashion & Apparel,2024-10-01,322,1.9495459132189707,DEMAND SPIKE,-0.13714587419052204
SKU0093,Home & Kitchen,2025-09-30,255,2.059219380888291,DEMAND SPIKE,-0.13708982878994047
SKU0096,Home & Kitchen,2025-12-30,110,0.48034934497816595,DEMAND DROP,-0.13687763852744994
SKU0002,Mobiles & Accessories,2025-12-30,94,0.4883116883116883,DEMAND DROP,-0.13680899879423136
SKU0126,Beauty & Personal Care,2024-10-01,702,1.9886685552407932,DEMAND SPIKE,-0.1367583011709409
SKU0044,Fashion & Apparel,2025-09-30,329,2.039256198347107,DEMAND SPIKE,-0.13667052867015184
SKU0006,Mobiles & Accessories,2025-12-30,74,0.4805194805194805,DEMAND DROP,-0.13616063190453298
SKU0065,Fashion & Apparel,2025-09-30,268,2.199726402188783,DEMAND SPIKE,-0.13615572979838353
SKU0006,Mobiles & Accessories,2024-10-01,371,1.9964125560538115,DEMAND SPIKE,-0.13612333568581714
SKU0067,Fashion & Apparel,2025-09-30,461,2.078136739293764,DEMAND SPIKE,-0.13610885147226703
SKU0080,Home & Kitchen,2024-10-01,537,2.1155613919894942,DEMAND SPIKE,-0.13557157431684774
SKU0093,Home & Kitchen,2024-10-01,233,2.0558823529411767,DEMAND SPIKE,-0.13553315312215874
SKU0068,Fashion & Apparel,2025-12-30,214,0.45291005291005293,DEMAND DROP,-0.13553003370722683
SKU0031,Electronics & Appliances,2024-10-01,271,1.9543269230769231,DEMAND SPIKE,-0.1354751903506335
SKU0036,Electronics & Appliances,2024-10-01,186,1.9544658493870402,DEMAND SPIKE,-0.13513714608369543
SKU0002,Mobiles & Accessories,2025-09-30,531,2.100197758734344,DEMAND SPIKE,-0.13469302512100745
SKU0044,Fashion & Apparel,2025-12-30,66,0.48,DEMAND DROP,-0.13457228527948795
SKU0130,Beauty & Personal Care,2025-12-30,111,0.4774193548387097,DEMAND DROP,-0.13447415203424629
SKU0005,Mobiles & Accessories,2024-10-01,279,2.1352040816326534,DEMAND SPIKE,-0.1344341163101641
SKU0013,Mobiles & Accessories,2025-09-30,290,2.0989143546441498,DEMAND SPIKE,-0.1339496382825236
SKU0044,Fashion & Apparel,2024-10-01,307,2.035359116022099,DEMAND SPIKE,-0.13390280498171525
SKU0008,Mobiles & Accessories,2024-10-01,572,2.061261261261261,DEMAND SPIKE,-0.1330843225222168
SKU0007,Mobiles & Accessories,2024-10-01,650,2.008238928939238,DEMAND SPIKE,-0.13260631716996485
SKU0076,Home & Kitchen,2025-12-30,139,0.5245283018867924,DEMAND DROP,-0.1321424268455501
SKU0124,Beauty & Personal Care,2024-10-01,974,2.0186528497409326,DEMAND SPIKE,-0.1321188795492555
SKU0116,Beauty & Personal Care,2024-10-01,439,2.0904761904761906,DEMAND SPIKE,-0.1319788490537288
SKU0050,Fashion & Apparel,2025-12-30,213,0.4781144781144781,DEMAND DROP,-0.13160938086958518
SKU0040,Electronics & Appliances,2025-12-30,72,0.4222873900293255,DEMAND DROP,-0.13147987092989755
SKU0016,Mobiles & Accessories,2025-12-30,40,0.46875,DEMAND DROP,-0.13089642202757867
SKU0003,Mobiles & Accessories,2024-10-01,684,2.0417910447761196,DEMAND SPIKE,-0.1305983992105516
SKU0060,Fashion & Apparel,2025-12-30,196,0.5372316126084971,DEMAND DROP,-0.13008647461934775
SKU0071,Fashion & Apparel,2024-10-01,833,2.0024038461538463,DEMAND SPIKE,-0.12995197594671215
SKU0037,Electronics & Appliances,2025-12-30,74,0.4649214659685864,DEMAND DROP,-0.12983509013620798
SKU0148,Grocery & Essentials,2025-09-30,1730,2.062388237631631,DEMAND SPIKE,-0.1296833998578274
SKU0125,Beauty & Personal Care,2025-12-30,96,0.43504531722054385,DEMAND DROP,-0.12953956106487785
SKU0004,Mobiles & Accessories,2025-09-30,226,2.26,DEMAND SPIKE,-0.12938991085176998
SKU0103,Home & Kitchen,2025-12-30,33,0.4342105263157895,DEMAND DROP,-0.12930853831979894
